question,answer,source,section,type,difficulty,options,correct_index
怎样使用____？,LangGraph 的开发模式,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",LangGraph 的开发模式,fill_in_blank,medium,,
____的定义是什么？,认识 AI Agent,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",认识 AI Agent,fill_in_blank,medium,,
简述____的含义。,LLM 的技术体系,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",LLM 的技术体系,fill_in_blank,easy,,
为什么需要____？,LLM 的技术体系,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",LLM 的技术体系,fill_in_blank,medium,,
____的定义是什么？,Agent 关键技术,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",Agent 关键技术,fill_in_blank,easy,,
怎样使用____？,Agent 的实现类型,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",Agent 的实现类型,fill_in_blank,medium,,
____的定义是什么？,知识型 Agent,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",知识型 Agent,fill_in_blank,medium,,
____有什么区别？,Agent 开发工具和框架,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",Agent 开发工具和框架,fill_in_blank,medium,,
____由哪些部分组成？,多 Agent 框架,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",多 Agent 框架,fill_in_blank,medium,,
____的定义是什么？,本章小结,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",本章小结,fill_in_blank,medium,,
简述____的含义。,引入 OpenAI LLM,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",引入 OpenAI LLM,fill_in_blank,easy,,
请说明____的概念。,理解函数调用,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",理解函数调用,fill_in_blank,medium,,
开发____的步骤有哪些？,构建 Agent,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",构建 Agent,fill_in_blank,medium,,
如何理解____？,执行 Agent,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",执行 Agent,fill_in_blank,medium,,
____可以解决哪些问题？,执行 Agent,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",执行 Agent,fill_in_blank,medium,,
如何实现____？,ReAct 架构解析,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",ReAct 架构解析,fill_in_blank,easy,,
什么是____？,集成向量数据库,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",集成向量数据库,fill_in_blank,medium,,
____是如何工作的？,集成向量数据库,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",集成向量数据库,fill_in_blank,medium,,
简述____的含义。,语音处理技术基础,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",语音处理技术基础,fill_in_blank,medium,,
开发____的步骤有哪些？,实现图像处理,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",实现图像处理,fill_in_blank,medium,,
请解释一下____。,开放 Web API,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",开放 Web API,fill_in_blank,easy,,
____适用于什么场景？,健康管理的多 Agent 系统案例分析,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",健康管理的多 Agent 系统案例分析,fill_in_blank,medium,,
____的定义是什么？,LangGraph 的高级特性,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",LangGraph 的高级特性,fill_in_blank,easy,,
如何搭建____？,多 Agent 智能报告案例实现,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",多 Agent 智能报告案例实现,fill_in_blank,medium,,
____有哪些应用？,多 Agent 智能报告案例演示,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",多 Agent 智能报告案例演示,fill_in_blank,easy,,
请辨析____。,系统运行和验证,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",系统运行和验证,fill_in_blank,hard,,
请辨析____。,系统监控和跟踪,"AI Agent开发实战 从基础原理到企业级应用 (郑天民) (z-library.sk, 1lib.sk, z-lib.sk)",系统监控和跟踪,fill_in_blank,hard,,
____的定义是什么？,认识Agent,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",认识Agent,fill_in_blank,easy,,
如何搭建____？,Agent开发者如何⼊局,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",Agent开发者如何⼊局,fill_in_blank,easy,,
比较____的异同。,扣⼦的背景与核⼼特征,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",扣⼦的背景与核⼼特征,fill_in_blank,hard,,
什么是____？,选择扣⼦的理由,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",选择扣⼦的理由,fill_in_blank,easy,,
请解释一下____。,扣⼦平台的⽬标群体,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",扣⼦平台的⽬标群体,fill_in_blank,medium,,
如何搭建____？,扣⼦平台架构,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",扣⼦平台架构,fill_in_blank,medium,,
开发____的步骤有哪些？,扣⼦快速开发⼊门,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",扣⼦快速开发⼊门,fill_in_blank,easy,,
简述____的含义。,接⼊DeepSeek⼤模型,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",接⼊DeepSeek⼤模型,fill_in_blank,easy,,
____适用于什么场景？,接⼊DeepSeek⼤模型,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",接⼊DeepSeek⼤模型,fill_in_blank,medium,,
请介绍____的实现方式。,构建⼯作流,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",构建⼯作流,fill_in_blank,medium,,
请解释一下____。,发布到微信公众号,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",发布到微信公众号,fill_in_blank,medium,,
为什么____很重要？,发布到微信公众号,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",发布到微信公众号,fill_in_blank,medium,,
简述____的含义。,如何使⽤插件,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",如何使⽤插件,fill_in_blank,medium,,
____由哪些部分组成？,⼯作流及其分类,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",⼯作流及其分类,fill_in_blank,medium,,
____包含哪几个模块？,扣⼦⼯作流的逻辑结构,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",扣⼦⼯作流的逻辑结构,fill_in_blank,easy,,
请解释一下____。,扣⼦⼯作流的常⻅节点,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",扣⼦⼯作流的常⻅节点,fill_in_blank,medium,,
如何理解____？,⼤模型节点,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",⼤模型节点,fill_in_blank,medium,,
____的定义是什么？,代码节点,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",代码节点,fill_in_blank,easy,,
简述____的含义。,循环节点,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",循环节点,fill_in_blank,medium,,
____的定义是什么？,意图识别节点,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",意图识别节点,fill_in_blank,medium,,
简述____的含义。,画板节点,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",画板节点,fill_in_blank,easy,,
请解释一下____。,⻓期记忆节点,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",⻓期记忆节点,fill_in_blank,easy,,
简述____的含义。,知识库写⼊节点,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",知识库写⼊节点,fill_in_blank,medium,,
如何理解____？,扣⼦⼯作流实战演练,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",扣⼦⼯作流实战演练,fill_in_blank,medium,,
请解释一下____。,⼤模型微调真的有必要吗,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",⼤模型微调真的有必要吗,fill_in_blank,medium,,
什么是____？,知识库的理论基础RAG,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",知识库的理论基础RAG,fill_in_blank,easy,,
请评价____的优缺点。,RAG的优势,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",RAG的优势,fill_in_blank,hard,,
请解释一下____。,扣⼦知识库介绍,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",扣⼦知识库介绍,fill_in_blank,medium,,
请介绍____的实现方式。,创建⼯作流,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",创建⼯作流,fill_in_blank,medium,,
____可以解决哪些问题？,企业知识库落地存在的问题及解决思路,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",企业知识库落地存在的问题及解决思路,fill_in_blank,medium,,
请简述____的工作机制。,提⽰词的⼯作原理,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",提⽰词的⼯作原理,fill_in_blank,medium,,
请辨析____。,提⽰词的分类和写作⽅法,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",提⽰词的分类和写作⽅法,fill_in_blank,medium,,
____的定义是什么？,编写有效提⽰词的技巧,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",编写有效提⽰词的技巧,fill_in_blank,medium,,
____有哪些应用？,扣⼦平台设置提⽰词案例,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",扣⼦平台设置提⽰词案例,fill_in_blank,easy,,
如何理解____？,AI⽣成提⽰词,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",AI⽣成提⽰词,fill_in_blank,easy,,
____的主要内容是什么？,AI⽣成提⽰词,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",AI⽣成提⽰词,fill_in_blank,easy,,
开发____的步骤有哪些？,创建扣⼦数据库,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",创建扣⼦数据库,fill_in_blank,medium,,
简述____的含义。,管理扣⼦数据库,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",管理扣⼦数据库,fill_in_blank,easy,,
请说明____的概念。,删除数据表,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",删除数据表,fill_in_blank,medium,,
____有什么区别？,扣⼦数据库和传统数据库的区别,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",扣⼦数据库和传统数据库的区别,fill_in_blank,medium,,
怎样使用____？,创建智能体,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",创建智能体,fill_in_blank,medium,,
____的实现方法是什么？,图⽂⼯作流设计思路,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",图⽂⼯作流设计思路,fill_in_blank,medium,,
____的实现方法是什么？,创建基础⼯作流,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",创建基础⼯作流,fill_in_blank,easy,,
____由哪些部分组成？,配置⽂案获取模块,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",配置⽂案获取模块,fill_in_blank,medium,,
____的整体架构是怎样的？,配置⽂案改写模块,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",配置⽂案改写模块,fill_in_blank,easy,,
请解释一下____。,⽂案⽣成测试,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",⽂案⽣成测试,fill_in_blank,easy,,
____包含哪几个模块？,配置图⽚⽣成模块,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",配置图⽚⽣成模块,fill_in_blank,medium,,
请说明____的概念。,配置“结束”节点,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",配置“结束”节点,fill_in_blank,easy,,
请说明____的概念。,完整⼯作流测试,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",完整⼯作流测试,fill_in_blank,easy,,
为什么要用____？,完整⼯作流测试,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",完整⼯作流测试,fill_in_blank,easy,,
如何搭建____？,创建智能体调⽤⼯作流,"扣子开发AI Agent智能体应用 (宋立桓 王东健 陈铭毅 程东升) (z-library.sk, 1lib.sk, z-lib.sk)",创建智能体调⽤⼯作流,fill_in_blank,easy,,
